Numer macierzy;a_11;a_12;a_13;a_14; a_21;a_22;a_23;a_24;a_31;a_32;a_33;a_34;a_41;a_42;a_43;a_44;
657;-9;-4;-3;8;-2;-6;-8;6;9;4;0;-7;-4;-8;5;5;
658;-4;-6;2;-9;-9;5;8;4;9;9;3;-4;4;-8;6;-9;
659;5;-8;6;-9;-8;-1;3;-2;-6;6;-3;-5;-7;-1;2;-3;
660;-2;-8;2;-2;0;8;-7;3;-8;8;-6;9;1;8;-2;-4;
661;1;4;-1;1;-4;4;9;-6;0;-7;-8;0;9;4;8;-9;
662;6;3;0;-5;5;-5;0;0;-4;0;-5;6;5;5;0;-3;
663;6;7;-8;4;-7;0;9;1;-7;-8;2;-8;-6;6;7;0;
664;0;4;2;4;0;6;-7;4;-8;0;-3;-8;-9;2;7;0;
665;1;8;9;-2;9;-3;0;-2;7;0;3;4;6;3;1;-4;
666;2;-7;6;-9;-9;1;9;-6;-7;-7;-5;6;-7;-5;-4;9;
667;-9;-6;-8;0;1;-2;-9;6;1;-8;-4;9;0;8;-7;-1;
668;0;-8;2;-3;-2;7;-1;0;-7;-2;-2;7;6;0;4;-6;
669;6;-8;2;-8;8;-8;8;-4;-3;8;1;3;-9;3;-4;5;
670;8;9;3;0;0;-9;-9;2;0;-9;3;-9;6;8;-1;1;
671;0;-9;9;6;7;-3;-9;-8;9;2;-9;-1;-1;-6;3;-2;
672;9;-1;-5;8;-6;6;-4;-1;-7;2;-2;1;7;1;-2;6;
673;2;-7;2;9;9;4;-8;-3;-9;0;0;0;-2;-6;-7;0;
674;1;-2;4;6;-7;-2;7;9;-5;2;-5;6;-4;4;-9;6;
675;-6;-6;-4;1;6;-7;4;7;4;8;5;-9;-5;-2;4;-9;
676;3;7;-3;8;-1;-9;-3;0;0;-8;-1;1;-4;-5;-3;8;
677;7;8;2;3;-2;-5;-6;1;8;3;0;0;0;9;2;3;
678;8;8;-3;7;-9;5;8;-9;4;-4;0;-3;7;-3;0;-1;
679;-4;-1;-6;4;6;0;-9;-6;7;-4;0;-6;5;4;2;-7;
680;0;7;0;1;-6;0;-2;-7;8;6;7;3;-3;2;7;-7;
681;8;3;-6;-9;-7;-7;-7;8;1;-4;-7;5;-7;5;8;-1;
682;6;0;2;0;-6;5;7;-3;9;2;-6;3;8;-5;4;-1;
683;1;6;7;3;-7;6;0;-5;0;7;2;5;-7;3;-7;5;
684;6;4;9;7;0;4;8;-3;-3;4;-8;0;8;-1;4;-9;
685;1;-4;6;-5;-2;5;-7;6;9;-1;0;-9;7;-2;7;1;
686;-1;0;-4;5;7;-5;0;-2;1;-4;2;0;3;0;2;2;
687;4;-4;1;-7;8;9;-3;5;-4;5;-8;-1;3;8;9;-6;
688;7;-1;3;-3;-3;-6;5;9;6;-9;-2;5;3;-3;-5;2;
689;2;-4;5;1;6;-4;2;7;-5;1;6;7;-4;1;8;8;
690;1;-1;3;0;2;0;3;-7;3;-8;-4;-7;5;-7;4;-2;
691;9;-6;-1;-4;-9;6;2;-8;-2;4;-7;-7;0;0;0;-8;
692;2;-9;-5;9;4;1;-9;-8;9;0;-7;-2;3;8;-1;0;
693;0;5;-7;5;0;-8;6;0;1;1;5;2;-3;-1;-3;-9;
694;-2;5;1;-4;-9;-6;0;9;-6;0;2;-8;8;7;-1;5;
695;-3;7;-1;-4;8;1;-5;-5;6;2;-7;-6;0;8;0;-7;
696;-6;2;7;3;2;-5;6;-9;-4;-3;-2;5;-1;-6;2;0;
697;-9;0;4;-5;2;-2;-6;-8;7;0;4;7;-9;-2;2;0;
698;-1;5;2;-6;-8;8;9;-9;-1;8;-2;-6;-7;-9;-3;-9;
699;3;-6;-2;5;5;8;-6;-7;6;8;6;3;-9;-3;-8;9;
700;-7;-1;4;4;6;0;-2;4;-4;-5;3;8;3;-6;-8;9;
701;9;-1;0;-1;-2;1;6;2;7;-3;0;6;4;4;-6;-7;
702;5;-2;8;3;8;9;3;-9;-2;-9;-4;6;-7;-4;1;9;
703;-5;9;8;5;9;4;0;-5;-5;7;2;0;0;3;-7;0;
704;1;0;-8;1;-7;-4;-1;4;-8;5;0;-3;1;8;0;2;
705;4;0;7;0;8;-1;-4;-2;1;0;-3;-3;5;8;-4;-6;
706;0;9;-3;-6;9;-6;9;0;-8;2;6;-1;-1;-2;6;-1;
707;-8;5;2;3;1;-2;-4;0;-5;8;4;3;-8;0;5;6;
708;4;-9;-2;-1;3;1;0;-1;0;0;0;6;2;-3;0;5;
709;-2;0;9;2;1;-6;-3;0;2;-7;0;-2;4;3;-9;3;
710;-4;0;-9;2;-9;-3;-2;-3;3;-3;-4;-5;-4;2;-7;2;
711;6;9;-8;-9;-7;-7;-3;4;8;7;-8;-3;-7;3;-5;-3;
712;5;-3;9;-5;-3;4;4;5;1;-6;-2;-9;-8;0;6;-5;
713;0;3;9;6;-9;1;0;7;2;1;8;-5;6;-9;-9;5;
714;-3;-5;0;0;-9;-6;-8;9;9;9;9;1;-9;4;-6;-8;
715;8;3;-7;0;0;-6;-2;7;5;-3;-3;6;-2;1;-6;-9;
716;9;3;3;0;7;-1;-9;-8;3;-2;-3;-6;4;9;0;8;
717;-5;-2;-9;-9;-3;-1;0;-5;1;1;7;-8;6;5;-6;8;
718;4;-8;-9;9;-7;8;3;-9;6;9;6;-3;3;-8;3;-5;
719;-9;-8;4;5;-6;-1;-7;2;7;3;8;4;6;6;9;8;
720;-3;2;6;5;4;-5;-9;1;-8;-5;1;-1;-6;1;3;1;
721;-2;-9;-4;1;0;1;-9;4;-3;-3;5;3;-8;3;0;7;
722;2;-5;0;-6;-7;0;-1;2;-8;-8;2;9;3;-9;4;-4;
723;-3;8;-2;-9;0;1;-2;-4;1;8;4;8;-2;0;0;-7;
724;-6;-4;-5;-5;6;5;-6;1;-8;-4;-3;6;-1;4;-9;6;
725;6;0;9;6;8;-9;2;-6;-4;5;8;6;3;7;0;4;
726;7;-4;5;4;-2;3;-1;9;4;7;0;9;4;7;-5;-2;
727;-5;3;-3;3;3;-2;-3;-5;4;-7;8;0;0;-2;-2;-4;
728;6;-5;-2;-5;5;5;-8;-6;-8;-5;-3;-9;6;9;2;-2;
729;3;8;2;3;5;9;-5;5;-2;-7;-4;0;-6;-7;4;-9;
730;-2;-9;-5;-8;-6;-1;6;3;0;1;-2;-6;-5;2;0;7;
731;8;-5;9;-4;5;0;0;4;8;4;-8;8;0;1;-9;-9;
732;6;-4;-5;4;6;3;7;0;-1;-4;0;0;4;-4;-2;-7;
733;2;5;-3;-9;-4;-7;7;-3;3;9;9;-4;-2;7;-7;-4;
734;0;3;3;-2;5;0;0;-7;0;6;-5;3;1;7;6;3;
735;-5;8;-5;7;3;0;7;-4;-8;3;8;9;5;3;-8;6;
736;-3;-6;0;5;-4;-4;-7;-6;0;-7;9;-5;-9;2;-4;5;
