Numer macierzy;a_11;a_12;a_13;a_14; a_21;a_22;a_23;a_24;a_31;a_32;a_33;a_34;a_41;a_42;a_43;a_44;
659;5;5;3;5;5;5;1;-4;4;-5;-3;8;0;-4;-6;5;
660;-2;1;8;-3;7;3;8;1;-3;9;3;7;9;6;2;8;
661;-3;3;-3;-3;-3;8;-4;0;-7;-9;3;-7;-3;4;8;-2;
662;-9;2;7;4;3;0;9;0;4;-6;-1;-9;0;9;2;-8;
663;9;-7;0;7;8;-8;3;2;-6;0;-9;-2;-2;1;-6;6;
664;-2;9;2;1;6;-3;6;5;2;0;-5;-7;7;9;-8;5;
665;0;-7;3;7;-9;4;8;0;2;-7;1;-4;7;4;0;-6;
666;-2;3;-4;4;6;-2;0;-7;-6;0;6;-2;-1;5;-1;9;
667;8;-4;-3;3;7;-7;0;-5;4;0;0;-2;9;3;1;-3;
668;9;3;2;4;2;8;0;-5;6;7;3;-4;1;7;0;8;
669;3;8;-9;7;-1;6;8;-7;-3;0;-5;-7;7;-9;-9;-6;
670;-1;-9;-6;-1;-4;0;6;0;3;0;-7;2;-7;-6;-6;5;
671;4;8;2;-6;-1;2;-3;-5;-8;-7;7;8;2;1;2;-5;
672;1;-2;7;3;3;9;9;1;-7;0;7;-6;0;2;8;7;
673;-1;4;1;2;-8;4;4;9;0;-9;-5;-6;-3;0;3;1;
674;6;-2;4;-3;-8;5;8;9;6;6;-3;7;9;-4;7;-7;
675;-5;-6;-7;-5;2;-2;-2;0;-8;9;0;0;0;-5;-9;4;
676;-8;8;8;8;0;6;4;-3;3;-8;-6;-5;5;-2;1;2;
677;6;-6;9;-4;2;-7;6;7;-2;-5;1;1;-4;6;3;2;
678;-7;0;8;0;-8;-4;-7;3;-5;7;-5;-8;-7;-7;3;-4;
679;-2;1;7;-9;-8;8;6;-1;-3;7;-9;8;-5;4;-2;-8;
680;2;9;-5;9;-2;9;-5;0;-5;-3;-1;-8;6;-8;1;-3;
681;-6;-3;-2;-1;-1;-6;3;-1;0;-5;3;1;-2;-9;-8;-9;
682;3;4;8;4;-3;0;0;3;0;5;-3;-5;-1;-6;-5;-8;
683;-5;-2;3;-9;0;-1;-7;-7;-4;0;3;-1;-5;0;-1;-8;
684;-1;-6;-8;-6;1;-8;2;3;2;3;2;8;3;0;6;-9;
685;-1;7;1;4;6;-1;-7;0;4;2;0;-7;-5;7;0;-2;
686;6;4;4;-3;-5;-2;0;9;1;8;-7;-8;-1;0;-3;-7;
687;-4;-8;-5;-5;8;-8;3;0;-1;0;3;0;1;-1;-5;3;
688;6;-9;6;8;5;2;5;-2;5;9;9;4;-5;-7;-6;1;
689;3;6;-6;2;-7;-2;-6;6;4;-4;3;9;-4;-1;7;1;
690;4;0;5;9;2;9;6;1;7;-7;7;6;-6;1;-7;-2;
691;-8;0;-3;7;-2;2;-5;-8;-4;5;-9;-5;3;-8;-5;5;
692;7;-7;0;6;5;-2;-3;-7;-5;1;1;-5;4;1;-3;9;
693;0;1;7;7;3;-9;0;-7;0;-3;2;-7;8;-1;0;-5;
694;4;-6;4;-2;6;-5;-3;-3;-5;7;-5;3;-1;-3;7;2;
695;4;1;-3;-8;-6;-3;-7;-9;-7;8;3;4;3;0;-4;-8;
696;-1;-3;-8;-6;-6;7;-9;8;1;8;-1;-3;4;5;-9;8;
697;2;0;0;3;-1;5;-4;-7;0;5;-8;-9;9;-8;8;4;
698;3;7;3;5;3;7;-3;8;0;-7;-7;-1;9;-5;-6;-3;
699;-3;6;4;8;-8;-6;9;0;-7;-7;-7;-7;2;1;-6;-7;
700;3;0;-5;0;0;-9;4;-3;2;-8;9;-8;3;-7;-2;-4;
701;-4;-6;3;-7;0;-3;-7;-6;3;0;-7;-3;3;4;-6;6;
702;0;0;7;7;4;0;-7;-2;-2;9;-2;2;9;-9;8;-2;
703;-4;-6;0;-7;-5;-3;1;9;-1;2;-5;-4;5;-7;-8;-5;
704;-4;5;9;-4;2;9;6;9;5;9;4;0;0;0;4;-2;
705;-5;-6;7;-6;-1;-7;-8;2;-8;-3;-9;-9;1;0;5;-8;
706;8;6;9;0;5;-8;1;0;9;0;-7;-3;-1;-3;-6;0;
707;-1;-9;4;-6;-2;7;8;-1;5;-7;4;2;0;7;-2;2;
708;-7;7;-4;0;6;0;1;1;6;7;-4;6;-3;2;-8;4;
709;-8;1;7;-1;0;8;2;7;-3;0;-3;-5;-2;3;6;-8;
710;9;6;-4;-7;-1;3;1;5;-9;5;1;2;-6;5;-9;-5;
711;-5;-8;0;-7;-3;0;-6;2;-8;9;3;-8;-9;-8;8;-8;
712;-5;-9;-3;0;-8;6;6;3;-4;6;7;2;3;2;-3;-7;
713;5;-1;-6;4;-1;-1;7;8;-6;-6;6;-8;-7;-2;-1;7;
714;6;0;5;-8;7;-9;4;-2;0;0;-4;6;2;4;1;6;
715;0;2;-2;3;-5;-6;3;-4;-7;-4;2;8;-2;-9;9;-2;
716;0;-1;0;-6;2;-8;-7;-9;-7;3;-4;-7;1;7;1;2;
717;-9;7;7;-7;0;8;-7;8;3;-8;-7;3;5;-4;1;-3;
718;-3;9;7;7;8;9;-7;5;-8;-1;-4;1;1;8;-2;4;
719;-8;-4;4;-4;2;8;-4;-2;9;7;-9;1;-8;-7;-6;3;
720;5;3;-9;0;-4;-2;0;-4;1;-3;-2;-6;-6;-6;-4;-8;
721;-2;1;-5;3;-1;3;-1;1;-2;1;6;0;6;9;7;6;
722;0;5;2;-5;0;7;-5;0;3;-2;0;-4;3;4;3;-8;
723;2;2;-9;5;9;9;7;2;3;-4;3;2;7;3;9;0;
724;-2;7;4;-4;-8;9;-2;-2;-4;3;0;-7;-9;7;-3;-4;
725;-6;-2;4;-3;1;-9;3;3;2;-1;2;-3;-2;-4;-1;-6;
726;1;-7;-5;3;-6;-5;-4;-1;0;-1;0;-2;-6;2;5;-7;
727;4;-8;2;5;-2;3;-6;-7;5;-1;2;-9;-1;-2;-1;-4;
728;-5;-2;8;0;1;-3;9;-8;-5;7;8;7;9;9;0;0;
729;6;1;-8;-9;3;9;1;8;-9;-3;-3;0;1;8;-3;1;
730;8;-6;-9;5;3;-6;-2;1;-8;2;5;3;-3;-9;-1;0;
731;-6;-3;7;8;5;2;9;-2;-4;-2;6;-9;8;4;3;-4;
732;-5;0;-6;0;6;-8;-7;-7;0;-1;4;-3;-6;-8;5;6;
733;2;0;9;-4;-3;-6;1;-9;1;-4;-8;9;4;-8;-6;-3;
734;4;-3;0;-1;5;-4;-5;-6;-4;-2;2;3;2;4;1;8;
735;-2;-8;-6;-4;-3;0;-2;1;-7;5;-4;-8;-9;-8;-5;9;
736;6;-2;-2;6;9;5;-3;2;-7;-2;6;-1;2;5;1;0;
737;8;-8;-3;8;5;-4;-8;-2;7;-8;5;-6;0;4;1;-9;
738;2;8;9;4;8;-3;8;0;-7;5;0;9;-3;-4;-7;-9;
739;-4;2;5;-7;2;1;1;9;1;-5;4;-4;4;0;9;9;
740;-9;-7;-9;-9;6;0;3;-8;-4;5;-5;9;5;6;-7;3;
741;6;6;2;-5;6;-5;0;-1;2;2;-4;-8;-1;-2;8;-9;
742;4;-3;1;6;-7;4;9;7;-2;-9;8;-8;-8;8;0;3;
743;-4;-8;6;8;-6;-6;2;0;4;7;-5;4;3;-9;8;-2;
744;-8;7;0;3;0;-4;3;0;8;-6;-8;3;5;0;6;3;
745;9;6;1;5;0;-4;3;0;5;1;-4;2;6;2;0;3;
746;3;-9;1;-9;6;2;3;-2;9;8;5;-7;-5;5;1;-9;
747;-5;5;-4;9;1;0;-2;9;-4;7;-5;-4;7;4;1;0;
748;-4;-2;1;-8;-8;2;9;1;7;9;4;1;4;6;0;0;
749;9;8;4;-2;3;-2;-2;-5;4;-1;3;-5;5;1;-7;-1;
750;0;4;-1;4;1;0;6;-9;-5;8;0;-3;5;-2;2;-7;
751;0;4;-2;1;2;-6;-7;0;-9;1;5;-2;-4;-2;0;0;
752;1;4;-4;-7;-3;5;-9;8;8;2;-2;0;-1;1;8;-4;
753;9;2;-4;-6;-8;3;-5;-8;-6;8;-1;4;9;-8;-2;1;
754;0;2;5;5;-6;0;-6;-3;-6;-5;-2;3;-8;7;-4;-7;
755;-1;5;5;8;-3;-7;-4;7;-5;-5;-2;-4;-6;-3;-7;2;
756;2;2;3;-1;2;-8;-8;-3;9;0;-2;-6;-5;4;4;4;
757;-2;-9;5;0;-2;1;-7;6;-8;7;5;6;6;-1;4;-4;
758;4;-1;-8;1;8;-6;9;8;-2;4;-9;-4;-4;-9;8;7;
759;-1;-1;6;0;1;-6;-9;6;-1;-4;6;8;2;3;3;-7;
760;7;-8;-3;3;0;4;-3;-1;8;8;-1;-6;-8;2;-7;0;
761;0;1;1;6;9;-9;-6;1;-9;-5;-5;8;8;9;-6;8;
762;-5;4;4;-6;0;-2;0;8;-8;2;0;3;-4;6;-5;8;
763;-2;-1;-8;0;9;6;8;0;3;4;5;-9;2;2;-9;-3;
764;-2;2;-7;4;-1;-5;0;8;-2;2;-9;7;9;-5;9;0;
765;-5;7;-6;-6;-5;0;-6;0;5;6;0;7;-5;8;9;3;
766;-5;0;-5;-2;-9;0;6;9;4;4;5;-6;-6;-6;-8;8;
767;7;-6;7;0;4;0;-7;4;0;0;7;-6;7;7;6;0;
768;-7;-5;-9;-7;-1;6;-5;6;9;8;-5;-7;8;0;-3;-5;
769;1;8;4;1;-5;-7;6;-5;5;-7;-8;9;6;8;-4;8;
770;-8;0;-6;0;-8;-4;-4;-4;6;5;-1;-2;-2;-8;-7;8;
771;-9;-6;5;2;0;-2;3;2;0;9;-3;-6;-7;-6;-7;7;
772;-5;8;3;-4;4;-9;4;-2;6;1;7;2;6;5;8;-4;
773;9;-5;-8;-4;-3;3;0;3;-6;2;-8;2;-1;-7;3;4;
774;5;5;-1;3;4;-7;9;-9;2;-2;-8;6;1;9;4;-6;
775;0;3;-6;-7;-2;6;2;-9;-9;-6;1;-4;-1;-9;2;3;
